zone,geometry,sum_Hourly Flow_100m_radius
4026,"POLYGON ((357457.4090470414 171695.99961378565, 357446.37111586495 171623.84021201287, 357378.85024778184 171602.92588891002, 357322.36725946266 171654.17159737996, 357333.40569553396 171726.33131409698, 357400.9266150225 171747.24500739278, 357457.4090470414 171695.99961378565))",0
4027,"POLYGON ((357333.40569553396 171726.33131409698, 357322.36725946266 171654.17159737996, 357254.8454222889 171633.25729835726, 357198.3619697837 171684.50334586715, 357209.40091076825 171756.66337752918, 357276.9227993379 171777.57704673486, 357333.40569553396 171726.33131409698))",0
4028,"POLYGON ((357535.9665672253 171789.07181236078, 357524.92899744463 171716.91333117214, 357457.4090470414 171695.99961378565, 357400.9266150225 171747.24500739278, 357411.96468970337 171819.40380351007, 357479.48469149624 171840.3168910867, 357535.9665672253 171789.07181236078))",0
4029,"POLYGON ((357411.96468970337 171819.40380351007, 357400.9266150225 171747.24500739278, 357333.40569553396 171726.33131409698, 357276.9227993379 171777.57704673486, 357287.96137893957 171849.73615777667, 357355.4823498085 171870.6492212533, 357411.96468970337 171819.40380351007))",0
4030,"POLYGON ((358155.9544551255 171637.41730317444, 358144.9194095493 171565.26039663696, 358077.40430465766 171544.3465588484, 358020.924193898 171595.59025735053, 358031.95974427596 171667.7474788202, 358099.4749006037 171688.66068685125, 358155.9544551255 171637.41730317444))",0
4031,"POLYGON ((358031.95974427596 171667.7474788202, 358020.924193898 171595.59025735053, 357953.40811989346 171574.67644363642, 357896.9275448323 171625.92048115662, 357907.96360002924 171698.07801755564, 357975.4797254626 171718.99120150303, 358031.95974427596 171667.7474788202))",0
4032,"POLYGON ((357907.96360002924 171698.07801755564, 357896.9275448323 171625.92048115662, 357829.41050171934 171605.00669151905, 357772.9294623799 171656.25106805656, 357783.96602241875 171728.40891938854, 357851.48311694973 171749.32207924942, 357907.96360002924 171698.07801755564))",0
4033,"POLYGON ((358110.5100895375 171760.81698780833, 358099.4749006037 171688.66068685125, 358031.95974427596 171667.7474788202, 357975.4797254626 171718.99120150303, 357986.5154192237 171791.14781736967, 358054.0306269643 171812.06039563823, 358110.5100895375 171760.81698780833))",0
4034,"POLYGON ((357986.5154192237 171791.14781736967, 357975.4797254626 171718.99120150303, 357907.96360002924 171698.07801755564, 357851.48311694973 171749.32207924942, 357862.5193155585 171821.47901002702, 357930.0354923935 171842.39156419632, 357986.5154192237 171791.14781736967))",0
4035,"POLYGON ((358189.05915564863 171853.88497059932, 358178.0243281781 171781.72959016834, 358110.5100895375 171760.81698780833, 358054.0306269643 171812.06039563823, 358065.0659592698 171884.21609096247, 358132.58024930704 171905.12806355505, 358189.05915564863 171853.88497059932))",0
4036,"POLYGON ((358065.0659592698 171884.21609096247, 358054.0306269643 171812.06039563823, 357986.5154192237 171791.14781736967, 357930.0354923935 171842.39156419632, 357941.0713295532 171914.54757441318, 358008.58658868267 171935.45952290582, 358065.0659592698 171884.21609096247))",0
4037,"POLYGON ((357941.0713295532 171914.54757441318, 357930.0354923935 171842.39156419632, 357862.5193155585 171821.47901002702, 357806.0389244987 171872.72309585474, 357817.075266532 171944.87942095916, 357884.59149474616 171965.79134534544, 357941.0713295532 171914.54757441318))",0
4038,"POLYGON ((358143.6152201364 171977.28283832635, 358132.58024930704 171905.12806355505, 358065.0659592698 171884.21609096247, 358008.58658868267 171935.45952290582, 358019.6220643724 172007.61461254844, 358087.13640578225 172028.5259553672, 358143.6152201364 171977.28283832635))",0
4039,"POLYGON ((358019.6220643724 172007.61461254844, 358008.58658868267 171935.45952290582, 357941.0713295532 171914.54757441318, 357884.59149474616 171965.79134534544, 357895.6274753168 172037.94674985943, 357963.1427858098 172058.8580685655, 358019.6220643724 172007.61461254844))",0
4040,"POLYGON ((357705.4114501654 171635.33730250056, 357694.3745287156 171563.17853062833, 357626.8555988289 171542.26415936806, 357570.3735389599 171593.50918976584, 357581.4109652627 171665.66827658942, 357648.9299465745 171686.58201806102, 357705.4114501654 171635.33730250056))",0
4041,"POLYGON ((357783.96602241875 171728.40891938854, 357772.9294623799 171656.25106805656, 357705.4114501654 171635.33730250056, 357648.9299465745 171686.58201806102, 357659.9670114739 171758.7401843217, 357727.48507509765 171779.65332008968, 357783.96602241875 171728.40891938854))",0
4042,"POLYGON ((357659.9670114739 171758.7401843217, 357648.9299465745 171686.58201806102, 357581.4109652627 171665.66827658942, 357524.92899744463 171716.91333117214, 357535.9665672253 171789.07181236078, 357603.4855999366 171809.9849240366, 357659.9670114739 171758.7401843217))",0
4043,"POLYGON ((357862.5193155585 171821.47901002702, 357851.48311694973 171749.32207924942, 357783.96602241875 171728.40891938854, 357727.48507509765 171779.65332008968, 357738.5217785738 171851.81056578038, 357806.0389244987 171872.72309585474, 357862.5193155585 171821.47901002702))",0
4044,"POLYGON ((357738.5217785738 171851.81056578038, 357727.48507509765 171779.65332008968, 357659.9670114739 171758.7401843217, 357603.4855999366 171809.9849240366, 357614.5228083 171882.14248463337, 357682.0409233086 171903.05499060632, 357738.5217785738 171851.81056578038))",0
4045,"POLYGON ((357614.5228083 171882.14248463337, 357603.4855999366 171809.9849240366, 357535.9665672253 171789.07181236078, 357479.48469149624 171840.3168910867, 357490.52240476705 171912.47476659366, 357558.0414888542 171933.3872484645, 357614.5228083 171882.14248463337))",0
4046,"POLYGON ((357817.075266532 171944.87942095916, 357806.0389244987 171872.72309585474, 357738.5217785738 171851.81056578038, 357682.0409233086 171903.05499060632, 357693.0777702362 171975.2116306019, 357760.5949675303 171996.1235308812, 357817.075266532 171944.87942095916))",0
4047,"POLYGON ((357693.0777702362 171975.2116306019, 357682.0409233086 171903.05499060632, 357614.5228083 171882.14248463337, 357558.0414888542 171933.3872484645, 357569.07884069567 172005.5442033499, 357636.59700706444 172026.45607951505, 357693.0777702362 171975.2116306019))",0
4048,"POLYGON ((357895.6274753168 172037.94674985943, 357884.59149474616 171965.79134534544, 357817.075266532 171944.87942095916, 357760.5949675303 171996.1235308812, 357771.631453002 172068.27925026644, 357839.1477325703 172089.1905448584, 357895.6274753168 172037.94674985943))",0
4049,"POLYGON ((357771.631453002 172068.27925026644, 357760.5949675303 171996.1235308812, 357693.0777702362 171975.2116306019, 357636.59700706444 172026.45607951505, 357642.91991247376 172067.7928169202, 357755.95617936226 172082.5011592887, 357771.631453002 172068.27925026644))",0
4050,"POLYGON ((357287.96137893957 171849.73615777667, 357276.9227993379 171777.57704673486, 357209.40091076825 171756.66337752918, 357152.9175504219 171807.90944919497, 357163.9566349645 171880.06887516193, 357231.4785749044 171900.9819145393, 357287.96137893957 171849.73615777667))",0
4051,"POLYGON ((357490.52240476705 171912.47476659366, 357479.48469149624 171840.3168910867, 357411.96468970337 171819.40380351007, 357355.4823498085 171870.6492212533, 357366.52056800755 171942.80741166772, 357434.0406211672 171963.71986943012, 357490.52240476705 171912.47476659366))",0
4052,"POLYGON ((357366.52056800755 171942.80741166772, 357355.4823498085 171870.6492212533, 357287.96137893957 171849.73615777667, 357231.4785749044 171900.9819145393, 357242.51729804964 171973.1404198605, 357310.0383202777 171994.0528535116, 357366.52056800755 171942.80741166772))",0
4053,"POLYGON ((357569.07884069567 172005.5442033499, 357558.0414888542 171933.3872484645, 357490.52240476705 171912.47476659366, 357434.0406211672 171963.71986943012, 357445.07847794343 172035.87713920663, 357479.47308313125 172046.52961393824, 357518.3337303505 172051.58460006374, 357569.07884069567 172005.5442033499))",0
4054,"POLYGON ((357445.07847794343 172035.87713920663, 357434.0406211672 171963.71986943012, 357366.52056800755 171942.80741166772, 357310.0383202777 171994.0528535116, 357314.7895012832 172025.11100729014, 357439.1222130263 172041.281104517, 357445.07847794343 172035.87713920663))",0
4055,"MULTIPOLYGON (((357399.63478680194 172159.27893010055, 357467.153973565 172180.19015232183, 357523.6351087139 172128.94534037996, 357520.9362494154 172111.30168167228, 357389.8264504894 172095.1606240142, 357399.63478680194 172159.27893010055)), ((357445.07847794343 172035.87713920663, 357439.1222130263 172041.281104517, 357479.47308313125 172046.52961393824, 357445.07847794343 172035.87713920663)))",0
4056,"POLYGON ((357264.59452647757 172117.45590406994, 357275.6330317521 172189.61288293276, 357343.1531875702 172210.52408102574, 357399.63478680194 172159.27893010055, 357389.8264504894 172095.1606240142, 357301.19260170264 172084.25079424452, 357264.59452647757 172117.45590406994))",0
4057,"POLYGON ((357478.1916124036 172252.3458956392, 357467.153973565 172180.19015232183, 357399.63478680194 172159.27893010055, 357343.1531875702 172210.52408102574, 357354.19133139635 172282.68013919046, 357421.7105694603 172303.59073157702, 357478.1916124036 172252.3458956392))",0
4058,"POLYGON ((357354.19133139635 172282.68013919046, 357343.1531875702 172210.52408102574, 357275.6330317521 172189.61288293276, 357219.15096846165 172240.85837284767, 357230.1896172968 172313.01474586246, 357297.7098244056 172333.92531410867, 357354.19133139635 172282.68013919046))",0
4059,"POLYGON ((357556.7471587821 172345.41133478755, 357545.7098814183 172273.25651216117, 357478.1916124036 172252.3458956392, 357421.7105694603 172303.59073157702, 357432.7483518184 172375.74586903508, 357500.26667211996 172396.655855718, 357556.7471587821 172345.41133478755))",0.075470254
4060,"MULTIPOLYGON (((358041.69279765646 172151.92326551332, 358049.47413993685 172144.863154963, 358039.60251270805 172146.883531177, 358025.78992792836 172146.99769596924, 358041.69279765646 172151.92326551332)), ((358087.13640578225 172028.5259553672, 358019.6220643724 172007.61461254844, 357963.1427858098 172058.8580685655, 357971.040423782 172110.49521003378, 358013.340165169 172116.00179172412, 358097.9024236486 172098.92058885272, 358087.13640578225 172028.5259553672)))",0
4061,"POLYGON ((358041.69279765646 172151.92326551332, 358052.7280552439 172224.0768288116, 358120.24153025885 172244.9869361841, 358176.7196963576 172193.74411004776, 358165.68494366534 172121.5908615833, 358164.69261703047 172121.28350339655, 358049.47413993685 172144.863154963, 358041.69279765646 172151.92326551332))",0
4062,"POLYGON ((357917.69921839697 172182.25603253162, 357928.7349808986 172254.40991066222, 357996.2494249808 172275.31999390433, 358052.7280552439 172224.0768288116, 358041.69279765646 172151.92326551332, 358025.78992792836 172146.99769596924, 357955.92270129686 172147.5757419131, 357917.69921839697 172182.25603253162))",0
4063,"POLYGON ((357928.7349808986 172254.40991066222, 357917.69921839697 172182.25603253162, 357850.1838565664 172161.34534361848, 357793.7042059166 172212.58916264022, 357804.74047335284 172284.7433556054, 357872.2558864974 172305.6534147114, 357928.7349808986 172254.40991066222))",0
4064,"POLYGON ((358131.276426323 172317.13957885787, 358120.24153025885 172244.9869361841, 358052.7280552439 172224.0768288116, 357996.2494249808 172275.31999390433, 358007.2848259674 172347.47295139276, 358074.7983522892 172368.38242897234, 358131.276426323 172317.13957885787))",0
4065,"POLYGON ((358007.2848259674 172347.47295139276, 357996.2494249808 172275.31999390433, 357928.7349808986 172254.40991066222, 357872.2558864974 172305.6534147114, 357883.2917924252 172377.80668701523, 357950.8062878058 172398.71614045027, 358007.2848259674 172347.47295139276))",0
4066,"POLYGON ((358085.8333917408 172440.53446580796, 358074.7983522892 172368.38242897234, 358007.2848259674 172347.47295139276, 357950.8062878058 172398.71614045027, 357961.8418322065 172470.86849208357, 358029.3554098125 172491.77733985748, 358085.8333917408 172440.53446580796))",0.04156605
4067,"POLYGON ((357961.8418322065 172470.86849208357, 357950.8062878058 172398.71614045027, 357883.2917924252 172377.80668701523, 357826.81279016274 172429.0502150192, 357837.8488395296 172501.20288144314, 357905.3633861863 172522.1117050654, 357961.8418322065 172470.86849208357))",0.176762199
4068,"POLYGON ((358164.3806781891 172533.594453905, 358153.3460002927 172461.4433377328, 358085.8333917408 172440.53446580796, 358029.3554098125 172491.77733985748, 358040.39059266355 172563.92877080187, 358107.90325248364 172584.83701292454, 358164.3806781891 172533.594453905))",0.04156605
4069,"POLYGON ((358040.39059266355 172563.92877080187, 358029.3554098125 172491.77733985748, 357961.8418322065 172470.86849208357, 357905.3633861863 172522.1117050654, 357916.3990740117 172594.2634507877, 357983.9127028777 172615.17166875023, 358040.39059266355 172563.92877080187))",0.207279031
4070,"POLYGON ((357591.15332641674 172149.85658672807, 357602.1904602887 172222.012015194, 357669.7077602468 172242.92265584914, 357726.1878750186 172191.67849785538, 357717.59797815897 172135.5194273846, 357620.17874878785 172123.52183842292, 357591.15332641674 172149.85658672807))",0
4071,"POLYGON ((357602.1904602887 172222.012015194, 357591.15332641674 172149.85658672807, 357523.6351087139 172128.94534037996, 357467.153973565 172180.19015232183, 357478.1916124036 172252.3458956392, 357545.7098814183 172273.25651216117, 357602.1904602887 172222.012015194))",0
4072,"POLYGON ((357804.74047335284 172284.7433556054, 357793.7042059166 172212.58916264022, 357726.1878750186 172191.67849785538, 357669.7077602468 172242.92265584914, 357680.7445326373 172315.07716364524, 357748.26091483975 172335.98719861382, 357804.74047335284 172284.7433556054))",0
4073,"POLYGON ((357680.7445326373 172315.07716364524, 357669.7077602468 172242.92265584914, 357602.1904602887 172222.012015194, 357545.7098814183 172273.25651216117, 357556.7471587821 172345.41133478755, 357624.2645100369 172366.32134561363, 357680.7445326373 172315.07716364524))",0
4074,"POLYGON ((357883.2917924252 172377.80668701523, 357872.2558864974 172305.6534147114, 357804.74047335284 172284.7433556054, 357748.26091483975 172335.98719861382, 357759.29732572776 172408.14078572806, 357826.81279016274 172429.0502150192, 357883.2917924252 172377.80668701523))",0
4075,"POLYGON ((357759.29732572776 172408.14078572806, 357748.26091483975 172335.98719861382, 357680.7445326373 172315.07716364524, 357624.2645100369 172366.32134561363, 357635.30142590625 172438.4752475426, 357702.8178593882 172459.3846526835, 357759.29732572776 172408.14078572806))",0.069572988
